check_id,check_name,severity,short_code,description,service,framework,source_file_url,source_code,avd_url,title,impact,remediation_cfn,remediation_tf,cfn_good_example,tf_good_example,links,remediation_console,raw_text
AVD-AWS-EC2-EBS-VOLUME-SNAPSHOT-PUBLIC,EBS Volume Snapshot Public,,,Ensures EBS volume snapshots are private,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/ebs-volume-snapshot-public/,EBS Volume Snapshot Public | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-modifying-snapshot-permissions.html,"EBS Volume Snapshot Public | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > EBS Volume Snapshot Public HIGH Source CloudSploit ID ebs-volume-snapshot-public management console EBS Volume Snapshot Public Ensures EBS volume snapshots are private EBS volumes often contain sensitive data from running EC2 instances and should be set to private so they cannot be accidentally shared with other accounts. Recommended Actions Ensure that each EBS snapshot has its permissions set to private. Links https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-modifying-snapshot-permissions.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-EBS-VOLUMES-RECENT-SNAPSHOTS,EBS Volumes Recent Snapshots,,,Ensures that EBS volume has had a recent snapshot within the configured time period,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/ebs-volumes-recent-snapshots/,EBS Volumes Recent Snapshots | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSSnapshots.html,"EBS Volumes Recent Snapshots | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > EBS Volumes Recent Snapshots MEDIUM Source CloudSploit ID ebs-volumes-recent-snapshots management console EBS Volumes Recent Snapshots Ensures that EBS volume has had a recent snapshot within the configured time period EBS volumes without recent snapshots may be at risk of data loss or recovery issues. Recommended Actions Create a new snapshot for EBS volume within the configured time period. Links https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSSnapshots.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-EBS-VOLUMES-TOO-OLD-SNAPSHOTS,EBS Volumes Too Old Snapshots,,,Ensure that EBS volume snapshots are deleted after defined time period.,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/ebs-volumes-too-old-snapshots/,EBS Volumes Too Old Snapshots | Vulnerability Database | Aqua Security,,,,,,,https://docs.amazonaws.cn/en_us/AWSEC2/latest/UserGuide/ebs-deleting-snapshot.html,"EBS Volumes Too Old Snapshots | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > EBS Volumes Too Old Snapshots LOW Source CloudSploit ID ebs-volumes-too-old-snapshots management console EBS Volumes Too Old Snapshots Ensure that EBS volume snapshots are deleted after defined time period. EBS volume snapshots older than indicated should be deleted after defined time period for cost optimization. Recommended Actions Delete the EBS snapshots past their defined expiration date Links https://docs.amazonaws.cn/en_us/AWSEC2/latest/UserGuide/ebs-deleting-snapshot.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-EC2-CPU-ALARM-THRESHOLD-EXCEEDED,EC2 CPU Alarm Threshold Exceeded,,,Ensure EC2 instances do not exceed the alarm threshold for CPU utilization.,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/ec2-cpu-alarm-threshold-exceeded/,EC2 CPU Alarm Threshold Exceeded | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/viewing_metrics_with_cloudwatch.html#ec2-cloudwatch-metrics,"EC2 CPU Alarm Threshold Exceeded | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > EC2 CPU Alarm Threshold Exceeded HIGH Source CloudSploit ID ec2-cpu-alarm-threshold-exceeded management console EC2 CPU Alarm Threshold Exceeded Ensure EC2 instances do not exceed the alarm threshold for CPU utilization. Excessive CPU utilization can indicate performance issues or the need for capacity optimization. Recommended Actions Investigate the cause of high CPU utilization and consider optimizing or scaling resources. Links https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/viewing_metrics_with_cloudwatch.html#ec2-cloudwatch-metrics Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-EC2-HAS-TAGS,EC2 has Tags,,,Ensure that AWS EC2 Instances have tags associated.,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/ec2-has-tags/,EC2 has Tags | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Using_Tags.html,"EC2 has Tags | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > EC2 has Tags LOW Source CloudSploit ID ec2-has-tags management console EC2 has Tags Ensure that AWS EC2 Instances have tags associated. Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage. Recommended Actions Modify EC2 instances and add tags. Links https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Using_Tags.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-EC2-INSTANCE-KEY-BASED-LOGIN,EC2 Instance Key Based Login,,,Ensures EC2 instances have associated keys for password-less SSH login,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/ec2-instance-key-based-login/,EC2 Instance Key Based Login | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-key-pairs.html,"EC2 Instance Key Based Login | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > EC2 Instance Key Based Login MEDIUM Source CloudSploit ID ec2-instance-key-based-login management console EC2 Instance Key Based Login Ensures EC2 instances have associated keys for password-less SSH login AWS allows EC2 instances to be launched with a specified PEM key for SSH login which should be used instead of user and password login. Recommended Actions Ensure each EC2 instance has an associated SSH key and disable password login. Links https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-key-pairs.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-EC2-LAUNCHWIZARD-SECURITY-GROUPS,EC2 LaunchWizard Security Groups,,,Ensures security groups created by the EC2 launch wizard are not used,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/ec2-launchwizard-security-groups/,EC2 LaunchWizard Security Groups | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/launchwizard/latest/userguide/launch-wizard-sap-security-groups.html,"EC2 LaunchWizard Security Groups | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > EC2 LaunchWizard Security Groups LOW Source CloudSploit ID ec2-launchwizard-security-groups management console EC2 LaunchWizard Security Groups Ensures security groups created by the EC2 launch wizard are not used The EC2 launch wizard frequently creates insecure security groups that are exposed publicly. These groups should not be used and custom security groups should be created instead. Recommended Actions Delete the launch wizard security group and replace it with a custom security group. Links https://docs.aws.amazon.com/launchwizard/latest/userguide/launch-wizard-sap-security-groups.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-EC2-MAX-INSTANCES,EC2 Max Instances,,,Ensures the total number of EC2 instances does not exceed a set threshold.,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/ec2-max-instances/,EC2 Max Instances | Vulnerability Database | Aqua Security,,,,,,,"Log in to the AWS Management Console.
Select the “Services” option and search for EC2.
Scroll down the left navigation panel and choose “Instances”.
Check the total number of EC2 instances at the top left corner available in the selected AWS region.
Repeat steps number 2 - 4 to check the threshold value for other regions. If the total number of running EC2 instances provisioned in your AWS account is greater than 50, the recommended threshold was exceeded. AWS has different threshold values as well depends on the region. Raise an AWS support ticket to limit the number of instances as per the requirements.
Scroll down the left navigation panel and choose “Instances”. Verify all the “Instances” running and terminate any “Instances” which are not required.
Choose the “EC2 Instances” which are not required from the “Instances” configuration page.
Click on the “Instance State” button at the top panel and click on “Stop instance” if you want to only stop the selected “EC2 Instance” and not terminate.
Click on the “Instance state” button at the top panel and click on “Terminate Instance” to terminate the selected “EC2 Instance”.
On the “Terminate Instance” dialog box click on the “Terminate” button.
Repeat steps number 6 - 10 to remove the “EC2 Instances” which are not required.
https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/monitoring_ec2.html","EC2 Max Instances | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > EC2 Max Instances HIGH Source CloudSploit ID ec2-max-instances management console EC2 Max Instances Ensures the total number of EC2 instances does not exceed a set threshold. The number of running EC2 instances should be carefully audited, especially in unused regions, to ensure only approved applications are consuming compute resources. Many compromised AWS accounts see large numbers of EC2 instances launched. Recommended Actions Follow the appropriate remediation steps below to resolve the issue. Management Console Log in to the AWS Management Console. Select the “Services” option and search for EC2. Scroll down the left navigation panel and choose “Instances”. Check the total number of EC2 instances at the top left corner available in the selected AWS region. Repeat steps number 2 - 4 to check the threshold value for other regions. If the total number of running EC2 instances provisioned in your AWS account is greater than 50, the recommended threshold was exceeded. AWS has different threshold values as well depends on the region. Raise an AWS support ticket to limit the number of instances as per the requirements. Scroll down the left navigation panel and choose “Instances”. Verify all the “Instances” running and terminate any “Instances” which are not required. Choose the “EC2 Instances” which are not required from the “Instances” configuration page. Click on the “Instance State” button at the top panel and click on “Stop instance” if you want to only stop the selected “EC2 Instance” and not terminate. Click on the “Instance state” button at the top panel and click on “Terminate Instance” to terminate the selected “EC2 Instance”. On the “Terminate Instance” dialog box click on the “Terminate” button. Repeat steps number 6 - 10 to remove the “EC2 Instances” which are not required. Links https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/monitoring_ec2.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-ELASTIC-IP-LIMIT,Elastic IP Limit,,,Determine if the number of allocated EIPs is close to the AWS per-account limit,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/elastic-ip-limit/,Elastic IP Limit | Vulnerability Database | Aqua Security,,,,,,,"Log in to the AWS Management Console.
Select the “Services” option and search for EC2.
Scroll down the left navigation panel and choose “Elastic IPs” under “Network & Security”.
Check the number of “Elastic IPs” associated within the region. If the selected region has already reached the default limit of 5 Elastic IPs then raise an AWS support ticket to increase the number of “Elastic IPs” in the desired region.
Repeat steps number 2 - 4 to verify number of “Elastic IPs” associated with other AWS regions.
Click on the “Support Icon (?)” at the top right corner and select the “Support Center”.
In the “Support Center” page click on the “Create Case” button.
Select the “Service limit increase” tab and choose the “Elastic IPs” from the dropdown in “Limit Type”.
Scroll down the page and select the “Region” and “Limit” as either “EC2-Classic IP Address Limit” or “New VPC IP Address Limit”. Provide the “New limit value” as per the requirements.
Provide a small description to your request in “Case description”.
Select the contact option to the AWS Support team and click on the “Submit” button to increase the “Elastic IPs” request to AWS.
http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/elastic-ip-addresses-eip.html#using-instance-addressing-limit","Elastic IP Limit | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > Elastic IP Limit MEDIUM Source CloudSploit ID elastic-ip-limit management console Elastic IP Limit Determine if the number of allocated EIPs is close to the AWS per-account limit AWS limits accounts to certain numbers of resources. Exceeding those limits could prevent resources from launching. Recommended Actions Follow the appropriate remediation steps below to resolve the issue. Management Console Log in to the AWS Management Console. Select the “Services” option and search for EC2. Scroll down the left navigation panel and choose “Elastic IPs” under “Network & Security”. Check the number of “Elastic IPs” associated within the region. If the selected region has already reached the default limit of 5 Elastic IPs then raise an AWS support ticket to increase the number of “Elastic IPs” in the desired region. Repeat steps number 2 - 4 to verify number of “Elastic IPs” associated with other AWS regions. Click on the “Support Icon (?)” at the top right corner and select the “Support Center”. In the “Support Center” page click on the “Create Case” button. Select the “Service limit increase” tab and choose the “Elastic IPs” from the dropdown in “Limit Type”. Scroll down the page and select the “Region” and “Limit” as either “EC2-Classic IP Address Limit” or “New VPC IP Address Limit”. Provide the “New limit value” as per the requirements. Provide a small description to your request in “Case description”. Select the contact option to the AWS Support team and click on the “Submit” button to increase the “Elastic IPs” request to AWS. Links http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/elastic-ip-addresses-eip.html#using-instance-addressing-limit Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-ENCRYPTED-AMI,Encrypted AMI,,,Ensures EBS-backed AMIs are configured to use encryption,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/encrypted-ami/,Encrypted AMI | Vulnerability Database | Aqua Security,,,,,,,"Log in to the AWS Management Console.
Select the “Services” option and search for EC2.
Scroll down the left navigation panel and choose “AMIs” under “Images”.
Select the “AMI” that needs to be verified and under “Details” tab copy the “Snapshot ID” from the “Block Devices”.
Scroll down the left navigation panel and choose “Snapshots” under “Elastic Block Store”.
Click inside the “Filter by tags and attributes or search by keyword” and from the dropdown menu choose “Snapshot ID” and paste the “Snapshot ID”.
Scroll down the “Details” tab and check “Encryption” value. If the “Encryption” value is set to “Not Encrypted” then the selected “AMI” is not encrypted.
Repeat steps number 2 - 7 to verify other AMIs.
Scroll down the left navigation panel and choose “AMIs” and select the “AMI” that needs to be encrypted.
Click on the “Actions” button at the top and click on the “Copy AMI” option.
In the “Copy AMI”, dialog box select the “Destination region” from the dropdown menu and click on the “Encryption” checkbox to “Encrypt target EBS snapshots” and choose the “Master Key” from the dropdown and click on the “Copy AMI” button.
Select the new “Encrypted AMI” and click on the “Launch” button to create a new EC2 instance with encrypted “EBS volume”.
Configure the “Instance Type”, “Configure Instance Details”, “Add Storage”, “Configure Security Group” as per the requirements and click on the “Review and Launch” button to create a new “EC2 Instance” backed by encrypted “EBS Volume”.
Repeat steps number 9 - 13 to create an “EC2 Instance” from “Encrypted AMI”.
https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/AMIEncryption.html","Encrypted AMI | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > Encrypted AMI HIGH Source CloudSploit ID encrypted-ami management console Encrypted AMI Ensures EBS-backed AMIs are configured to use encryption AMIs with unencrypted data volumes can be used to launch unencrypted instances that place data at risk. Recommended Actions Follow the appropriate remediation steps below to resolve the issue. Management Console Log in to the AWS Management Console. Select the “Services” option and search for EC2. Scroll down the left navigation panel and choose “AMIs” under “Images”. Select the “AMI” that needs to be verified and under “Details” tab copy the “Snapshot ID” from the “Block Devices”. Scroll down the left navigation panel and choose “Snapshots” under “Elastic Block Store”. Click inside the “Filter by tags and attributes or search by keyword” and from the dropdown menu choose “Snapshot ID” and paste the “Snapshot ID”. Scroll down the “Details” tab and check “Encryption” value. If the “Encryption” value is set to “Not Encrypted” then the selected “AMI” is not encrypted. Repeat steps number 2 - 7 to verify other AMIs. Scroll down the left navigation panel and choose “AMIs” and select the “AMI” that needs to be encrypted. Click on the “Actions” button at the top and click on the “Copy AMI” option. In the “Copy AMI”, dialog box select the “Destination region” from the dropdown menu and click on the “Encryption” checkbox to “Encrypt target EBS snapshots” and choose the “Master Key” from the dropdown and click on the “Copy AMI” button. Select the new “Encrypted AMI” and click on the “Launch” button to create a new EC2 instance with encrypted “EBS volume”. Configure the “Instance Type”, “Configure Instance Details”, “Add Storage”, “Configure Security Group” as per the requirements and click on the “Review and Launch” button to create a new “EC2 Instance” backed by encrypted “EBS Volume”. Repeat steps number 9 - 13 to create an “EC2 Instance” from “Encrypted AMI”. Links https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/AMIEncryption.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-EXCESSIVE-SECURITY-GROUPS,Excessive Security Groups,,,Determine if there are an excessive number of security groups in the account,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/excessive-security-groups/,Excessive Security Groups | Vulnerability Database | Aqua Security,,,,,,,"Log in to the AWS Management Console.
Select the “Services” option and search for EC2.
Scroll down the left navigation panel and choose “Security Groups” under “Network & Security”.
Check the total number of “Security Groups” at the top left corner available in the selected AWS region.
Repeat steps number 2 - 4 to check the “Security Group” threshold value for other regions. If the total number of running “Security Group” provisioned in your AWS account is greater than 50, the recommended threshold is exceeded. AWS has different threshold values as well depends on the region.
Scroll down the left navigation panel and choose “Security Groups” under “Network & Security” and select the unnecessary/unused “Security Groups” that needs to be removed.
Click on the “Actions” button at the top and click on the “Delete Security Groups” option.
In the “Delete Security Groups” dialogue box click on the “Delete” button to delete the selected “Security Groups”.
Repeat steps number 6 - 8 to remove unused “Security Groups” to prevent accidental authorizations.
http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html","Excessive Security Groups | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > Excessive Security Groups MEDIUM Source CloudSploit ID excessive-security-groups management console Excessive Security Groups Determine if there are an excessive number of security groups in the account Keeping the number of security groups to a minimum helps reduce the attack surface of an account. Rather than creating new groups with the same rules for each project, common rules should be grouped under the same security groups. For example, instead of adding port 22 from a known IP to every group, create a single “SSH” security group which can be used on multiple instances. Recommended Actions Follow the appropriate remediation steps below to resolve the issue. Management Console Log in to the AWS Management Console. Select the “Services” option and search for EC2. Scroll down the left navigation panel and choose “Security Groups” under “Network & Security”. Check the total number of “Security Groups” at the top left corner available in the selected AWS region. Repeat steps number 2 - 4 to check the “Security Group” threshold value for other regions. If the total number of running “Security Group” provisioned in your AWS account is greater than 50, the recommended threshold is exceeded. AWS has different threshold values as well depends on the region. Scroll down the left navigation panel and choose “Security Groups” under “Network & Security” and select the unnecessary/unused “Security Groups” that needs to be removed. Click on the “Actions” button at the top and click on the “Delete Security Groups” option. In the “Delete Security Groups” dialogue box click on the “Delete” button to delete the selected “Security Groups”. Repeat steps number 6 - 8 to remove unused “Security Groups” to prevent accidental authorizations. Links http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-INSTANCE-DETAILED-MONITORING,Instance Detailed Monitoring,,,Ensure that EC2 instances have detailed monitoring feature enabled.,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/instance-detailed-monitoring/,Instance Detailed Monitoring | Vulnerability Database | Aqua Security,,,,,,,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-cloudwatch-new.html,"Instance Detailed Monitoring | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > Instance Detailed Monitoring LOW Source CloudSploit ID instance-detailed-monitoring management console Instance Detailed Monitoring Ensure that EC2 instances have detailed monitoring feature enabled. By default, your instance is enabled for basic monitoring. After you enable detailed monitoring, EC2 console displays monitoring graphs with a 1-minute period. Recommended Actions Modify EC2 instance to enable detailed monitoring. Links https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-cloudwatch-new.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
AVD-AWS-EC2-INSTANCE-IAM-ROLE,Instance IAM Role,,,Ensures EC2 instances are using an IAM role instead of hard-coded AWS credentials,ec2,cloudformation,,,https://avd.aquasec.com/misconfig/aws/ec2/instance-iam-role/,Instance IAM Role | Vulnerability Database | Aqua Security,,,,,,,"Log in to the AWS Management Console.
Select the “Services” option and search for EC2.
Scroll down the left navigation panel and choose “Instances”.
Select the “EC2 Instance” that needs to be verified, scroll down and click on the “Details” tab.
On the “Details” tab scroll down and check for “IAM role” attribute value. If no value has been assigned then the selected “EC2 Instance” has no “IAM role” assigned.
Repeat steps number 2 - 5 to cross check other “EC2 Instances” in the selected AWS region.
Navigate to “IAM” dashboard using the “Services” option.
Scroll down the left panel and choose “Roles”.
On the “Roles” page click on the “Create Role” button to create a new “IAM role”.
On the “Create Role” page choose the “AWS service”, choose “EC2” and click on the “Next,Permission” button at the bottom.
On a “Attach permissions policies” page search for “AmazonEC2FullAccess” policy from the “Filter policies” search bar which provides full access to all AWS EC2 services and resources. Click on the “Next:Tags” button to continue.
On the “Add tags” provide a “Key” and “Value” which can help to organize, track, or control access for the selected “IAM role”. Click on the “Next: Review” button to continue the process.
Provide a “Role name” and click on the “Create role” button to create the selected “IAM role”.
Navigate to “EC2” dashboard and select the “EC2 Instance” on which we need to attach the “IAM role”.
Click on the “Actions” button at the top to create an “Amazon Machine Image” of the selected “EC2 Instance”. Click on the “Image and templates” option under “Actions” dropdown menu and click on the “Create Image”.
On the “Create Image” dialog box provide a “Image Name” and “Image Description”. Click on the “Create Image” button at the bottom to create the “Amazon Machine Image” of the selected “EC2 Instance”.
Once the “Amazon Machine Image” is ready click on the “Launch” button to create a new “EC2 Instance” from the image created.
On the “Configure Instance Details” page scroll down and choose the newly created “IAM role” from the dropdown menu and click on the “Review and Launch” button to create a new “EC2 Instance” with “IAM role” attached.
Once the new “EC2 Instance” is deployed and working fine, terminate the older “EC2 Instance”.
http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/iam-roles-for-amazon-ec2.html","Instance IAM Role | Vulnerability Database | Aqua Security Aqua Vulnerability Database Get Demo Vulnerabilities Misconfiguration Compliance AWS > EC2 > Instance IAM Role HIGH Source CloudSploit ID instance-iam-role management console Instance IAM Role Ensures EC2 instances are using an IAM role instead of hard-coded AWS credentials IAM roles should be assigned to all instances to enable them to access AWS resources. Using an IAM role is more secure than hard-coding AWS access keys into application code. Recommended Actions Follow the appropriate remediation steps below to resolve the issue. Management Console Log in to the AWS Management Console. Select the “Services” option and search for EC2. Scroll down the left navigation panel and choose “Instances”. Select the “EC2 Instance” that needs to be verified, scroll down and click on the “Details” tab. On the “Details” tab scroll down and check for “IAM role” attribute value. If no value has been assigned then the selected “EC2 Instance” has no “IAM role” assigned. Repeat steps number 2 - 5 to cross check other “EC2 Instances” in the selected AWS region. Navigate to “IAM” dashboard using the “Services” option. Scroll down the left panel and choose “Roles”. On the “Roles” page click on the “Create Role” button to create a new “IAM role”. On the “Create Role” page choose the “AWS service”, choose “EC2” and click on the “Next,Permission” button at the bottom. On a “Attach permissions policies” page search for “AmazonEC2FullAccess” policy from the “Filter policies” search bar which provides full access to all AWS EC2 services and resources. Click on the “Next:Tags” button to continue. On the “Add tags” provide a “Key” and “Value” which can help to organize, track, or control access for the selected “IAM role”. Click on the “Next: Review” button to continue the process. Provide a “Role name” and click on the “Create role” button to create the selected “IAM role”. Navigate to “EC2” dashboard and select the “EC2 Instance” on which we need to attach the “IAM role”. Click on the “Actions” button at the top to create an “Amazon Machine Image” of the selected “EC2 Instance”. Click on the “Image and templates” option under “Actions” dropdown menu and click on the “Create Image”. On the “Create Image” dialog box provide a “Image Name” and “Image Description”. Click on the “Create Image” button at the bottom to create the “Amazon Machine Image” of the selected “EC2 Instance”. Once the “Amazon Machine Image” is ready click on the “Launch” button to create a new “EC2 Instance” from the image created. On the “Configure Instance Details” page scroll down and choose the newly created “IAM role” from the dropdown menu and click on the “Review and Launch” button to create a new “EC2 Instance” with “IAM role” attached. Once the new “EC2 Instance” is deployed and working fine, terminate the older “EC2 Instance”. Links http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/iam-roles-for-amazon-ec2.html Aqua Container Security Aqua Security is the largest pure-play cloud native security company, providing customers the freedom to innovate and run their businesses with minimal friction. The Aqua Cloud Native Security Platform provides prevention, detection, and response automation across the entire application lifecycle to secure the build, secure cloud infrastructure and secure running workloads wherever they are deployed. Copyright © 2026 Aqua Security Software Ltd. Privacy Policy | Terms of Use"
