row_index,row_number,matched,difficulty_level,total_required_resources,total_generated_resources,correct_resources,missing_resources,extra_resources,coverage_pct,accuracy_pct,intent_coverage_pct,intent_correct,intent_needed,template_empty,parse_error,gt_missing,ground_truth_path,correct_resource_types,missing_resource_types,extra_resource_types,generated_resource_types,prompt
31,31,True,5,31,37,26,5,11,83.87,70.27,83.87,26,31,False,False,False,Data\groud_truth\template\codedeploy.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::AutoScaling::AutoScalingGroup;AWS::S3::Bucket;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::ElasticLoadBalancingV2::TargetGroup;AWS::ElasticLoadBalancingV2::Listener;AWS::CodeDeploy::DeploymentGroup;AWS::IAM::Role;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::SSM::Parameter;AWS::IAM::InstanceProfile;AWS::RDS::DBSubnetGroup;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::CodeDeploy::Application;AWS::EC2::LaunchTemplate;AWS::ElasticLoadBalancingV2::LoadBalancer;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::RDS::DBInstance,AWS::EC2::NetworkAcl;AWS::EC2::NetworkAclEntry;AWS::EC2::NetworkAclEntry;AWS::EC2::SubnetNetworkAclAssociation;AWS::EC2::SubnetNetworkAclAssociation,AWS::EC2::Route;AWS::CloudFormation::WaitConditionHandle;AWS::EC2::EIP;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::S3::BucketPolicy;AWS::SecretsManager::Secret;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Subnet;AWS::EC2::Subnet,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::RDS::DBSubnetGroup;AWS::SecretsManager::Secret;AWS::SSM::Parameter;AWS::RDS::DBInstance;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::CodeDeploy::Application;AWS::CodeDeploy::DeploymentGroup;AWS::ElasticLoadBalancingV2::TargetGroup;AWS::ElasticLoadBalancingV2::Listener;AWS::ElasticLoadBalancingV2::LoadBalancer;AWS::CloudFormation::WaitConditionHandle;AWS::AutoScaling::AutoScalingGroup;AWS::EC2::LaunchTemplate,"We need a CloudFormation template that creates an automated deployment pipeline for the Etherpad application using AWS CodeDeploy. The template should deploy Etherpad on EC2 instances within an Auto Scaling group across two subnets, fronted by an internet-facing Application Load Balancer for traffic distribution. It must provision a MySQL RDS instance for database storage and integrate AWS Systems Manager (SSM) for secure parameter storage. The solution should automate instance provisioning with a launch template that installs dependencies (Node.js, CodeDeploy agent) and signals CloudFormation upon readiness. An S3 bucket stores deployment artifacts, while CodeDeploy resources manage application updates. "
32,32,True,2,2,3,2,0,1,100.0,66.67,,0,0,False,False,False,Data\groud_truth\template\LambdaSample.yaml,AWS::IAM::Role;AWS::Lambda::Function,,AWS::Logs::LogGroup,AWS::IAM::Role;AWS::Lambda::Function;AWS::Logs::LogGroup,We need a CloudFormation template that creates a Lambda sample.
33,33,True,2,3,3,3,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\lab3.1.4.iamrole.yaml,AWS::IAM::ManagedPolicy;AWS::IAM::Role;AWS::IAM::Role,,,AWS::IAM::ManagedPolicy;AWS::IAM::Role;AWS::IAM::Role,"We need a CloudFormation template that creates IAM roles for EC2 instances with read-only access to IAM metadata, which allows them to retrieve and list IAM resources. The template should define two roles that trust the EC2 service, attach a managed policy granting permissions for `iam:Get*` and `iam:List*` actions across all IAM resources."
34,34,True,4,9,9,6,3,3,66.67,66.67,66.67,6,9,False,False,False,Data\groud_truth\template\RDS_PIOPS.yaml,AWS::RDS::DBSubnetGroup;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::SecretsManager::Secret;AWS::EC2::SecurityGroup;AWS::RDS::DBInstance,AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::VPC,Custom::VpcLookup;AWS::IAM::Role;AWS::Lambda::Function,AWS::IAM::Role;AWS::Lambda::Function;Custom::VpcLookup;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::RDS::DBSubnetGroup;AWS::EC2::SecurityGroup;AWS::SecretsManager::Secret;AWS::RDS::DBInstance,"We need a CloudFormation template that creates a MySQL RDS instance (db.r5.large) with Provisioned IOPS (io1 storage) within a VPC. The solution should deploy the database across two private subnets in different Availability Zones using a DB subnet group, with network isolation via a dedicated VPC and a security group restricting access to port 3306 for internal VPC traffic. "
35,35,True,5,13,10,4,9,6,30.77,40.0,30.77,4,13,False,False,False,Data\groud_truth\template\RDS_Snapshot_On_Delete.yaml,AWS::RDS::DBSubnetGroup;AWS::SecretsManager::Secret;AWS::EC2::SecurityGroup;AWS::RDS::DBInstance,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet,AWS::IAM::Role;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Function;Custom::DiscoverVpc;Custom::SetPassword,AWS::IAM::Role;AWS::Lambda::Function;Custom::DiscoverVpc;AWS::RDS::DBSubnetGroup;AWS::EC2::SecurityGroup;AWS::SecretsManager::Secret;AWS::IAM::Role;AWS::RDS::DBInstance;AWS::Lambda::Function;Custom::SetPassword,"We need a CloudFormation template that creates MySQL RDS instance (db.t3.micro) with automated snapshots and basic networking infrastructure. The template should deploy the database in a VPC with public subnets across two Availability Zones, using a route table and internet gateway for external connectivity. "
36,36,True,2,2,8,2,0,6,100.0,25.0,,0,0,False,False,False,Data\groud_truth\template\RDS_with_DBParameterGroup.yaml,AWS::RDS::DBParameterGroup;AWS::RDS::DBInstance,,AWS::RDS::DBSubnetGroup;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::SecretsManager::Secret;AWS::EC2::VPC;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::RDS::DBSubnetGroup;AWS::EC2::SecurityGroup;AWS::RDS::DBParameterGroup;AWS::SecretsManager::Secret;AWS::RDS::DBInstance,We need a CloudFormation template that creates a MySQL RDS instance (db.t3.micro) with a custom parameter group and secure network isolation. The template should deploy the database in a VPC with two subnets across Availability Zones. It must integrate AWS Secrets Manager to securely generate and manage admin credentials. 
37,37,True,5,8,5,5,3,0,62.5,100.0,,0,0,False,False,False,Data\groud_truth\template\compliant-bucket.yaml,AWS::S3::Bucket;AWS::S3::Bucket;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::S3::BucketPolicy,AWS::S3::BucketPolicy;AWS::IAM::RolePolicy;AWS::IAM::Role,,AWS::S3::Bucket;AWS::S3::Bucket;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::S3::BucketPolicy,We need a CloudFormation template that creates a secure bucket that passes default security scanning checks. Includes a bucket to store replicas and an access log bucket. Server side encryption is enabled. Public access is disabled. The bucket policy requires secure transport.
38,38,True,3,4,5,4,0,1,100.0,80.0,,0,0,False,False,False,Data\groud_truth\template\S3_LambdaTrigger.yaml,AWS::IAM::Role;AWS::Lambda::Permission;AWS::S3::Bucket;AWS::Lambda::Function,,AWS::S3::BucketPolicy,AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Permission,We need a CloudFormation template that creates a S3 bucket trigger lambda function.
39,39,True,1,1,1,1,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\ecr.yaml,AWS::ECR::Repository,,,AWS::ECR::Repository,"We need a CloudFormation template that creates an Amazon ECR repository, which include a repository policy granting the AWS account root user permissions to perform critical ECR actions, for Kubernetes container image management. "
40,40,True,3,2,2,2,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\SQSFIFOQueue.yaml,AWS::SQS::Queue;AWS::SQS::Queue,,,AWS::SQS::Queue;AWS::SQS::Queue,We need a CloudFormation template that creates SQS FIFO Queue.
41,41,True,3,2,2,1,1,1,50.0,50.0,,0,0,False,False,False,Data\groud_truth\template\SQSStandardQueue.yaml,AWS::SQS::Queue,AWS::SQS::Queue,AWS::SQS::QueuePolicy,AWS::SQS::Queue;AWS::SQS::QueuePolicy,We need a CloudFormation template that creates SQS Standard Queue.
42,42,True,5,22,13,13,9,0,59.09,100.0,,0,0,False,False,False,Data\groud_truth\template\FindInMapAZs.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation,AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::SecurityGroup;AWS::EC2::EIP;AWS::EC2::EIP;AWS::EC2::SubnetRouteTableAssociation,,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation,"We need a CloudFormation template that creates a VPC, with a pair of public and private subnets, in total three, spread across two Availability Zones. It uses a static AZ Mapping known as RegionMap to ensure that your resources persist in a given Availability Zone if we add or remove zones."
43,43,True,2,3,3,3,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\lab2.2.4.create.yaml,AWS::S3::Bucket;AWS::KMS::Key;AWS::KMS::Alias,,,AWS::KMS::Key;AWS::KMS::Alias;AWS::S3::Bucket,We need a CloudFormation template that creates a S3 bucket with integrated AWS KMS encryption and lifecycle management. The template must include a KMS key alias for simplified key management and tag the bucket for organizational tracking. 
44,44,True,5,26,17,17,9,0,65.38,100.0,,0,0,False,False,False,Data\groud_truth\template\VPC_With_Managed_NAT_And_Private_Subnet.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::EIP;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::NatGateway,AWS::EC2::Route;AWS::EC2::NetworkAcl;AWS::EC2::RouteTable;AWS::EC2::NetworkAclEntry;AWS::EC2::NetworkAclEntry;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::SubnetNetworkAclAssociation;AWS::EC2::SubnetNetworkAclAssociation,,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation,"We need a CloudFormation template that creates a VPC with Managed NAT. Note, you can assume there are four subnets."
45,45,True,3,4,5,4,0,1,100.0,80.0,,0,0,False,False,False,Data\groud_truth\template\DataFirehoseDeliveryStream.yaml,AWS::Logs::LogGroup;AWS::IAM::Role;AWS::Logs::LogStream;AWS::KinesisFirehose::DeliveryStream,,AWS::S3::Bucket,AWS::S3::Bucket;AWS::Logs::LogGroup;AWS::Logs::LogStream;AWS::IAM::Role;AWS::KinesisFirehose::DeliveryStream,We need a CloudFormation template that creates an Amazon Data Firehose stream with server-side encryption set using AWS Managed keys and destination error logging enabled to a created Amazon CloudWatch log group and log stream.
46,46,True,5,17,14,13,4,1,76.47,92.86,,0,0,False,False,False,Data\groud_truth\template\recovery.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::EC2::Instance;AWS::EC2::VPC;AWS::EC2::EIP;AWS::EC2::SubnetRouteTableAssociation;AWS::IAM::InstanceProfile;AWS::EC2::Subnet;AWS::CloudWatch::Alarm;AWS::EC2::SecurityGroup,AWS::EC2::NetworkAcl;AWS::EC2::NetworkAclEntry;AWS::EC2::NetworkAclEntry;AWS::EC2::SubnetNetworkAclAssociation,AWS::EC2::EIPAssociation,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::EIP;AWS::EC2::EIPAssociation;AWS::EC2::Instance;AWS::CloudWatch::Alarm,"We need a CloudFormation template that creates a resilient Jenkins CI/CD server with automated hardware failure recovery and secure access. The template should deploy Jenkins on an EC2 instance within a VPC, using a static Elastic IP for consistent public access and a security group allowing HTTP/ICMP traffic. It must automatically recover the instance via a CloudWatch alarm if system-level failures occur, ensuring continuity. The solution integrates an IAM role for Systems Manager (SSM) access, enabling secure management without SSH."
47,47,True,2,3,2,1,2,1,33.33,50.0,,0,0,False,False,False,Data\groud_truth\template\lab3.1.3.iamrole.yaml,AWS::IAM::Role,AWS::IAM::ManagedPolicy;AWS::IAM::Role,AWS::IAM::InstanceProfile,AWS::IAM::Role;AWS::IAM::InstanceProfile,"We need a CloudFormation template that creates IAM roles for EC2 instances with restricted read-only access to AWS IAM metadata, which enables them to retrieve and list IAM resources without modification rights. "
48,48,True,2,3,4,3,0,1,100.0,75.0,,0,0,False,False,False,Data\groud_truth\template\010_resources.yaml,AWS::Glue::Job;AWS::S3::Bucket;AWS::IAM::Role,,AWS::S3::BucketPolicy,AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::Glue::Job,"We need a CloudFormation template that creates an AWS Glue ETL job infrastructure. The template should provision an S3 bucket to store Glue scripts and Spark logs, define an IAM role granting AWS Glue permissions to access S3 and execute jobs, and configure a Glue job with version 4.0 using Python scripts from the bucket (gue_scripts/sample_convert.py). "
49,49,True,2,2,12,2,0,10,100.0,16.67,,0,0,False,False,False,Data\groud_truth\template\ecs_serverless_with_fargate.yaml,AWS::IAM::Role;AWS::ECS::Cluster,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::EC2::SecurityGroup;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::ECS::Cluster,We need a CloudFormation template that creates a simple Amazon ECS cluster that is setup for serverless usage with AWS Fargate.
50,50,True,5,26,26,18,8,8,69.23,69.23,,0,0,False,False,False,Data\groud_truth\template\url2png-loadtest.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::S3::Bucket;AWS::AutoScaling::AutoScalingGroup;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::AutoScaling::ScalingPolicy;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::EC2::Instance;AWS::IAM::InstanceProfile;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::LaunchTemplate;AWS::SQS::Queue;AWS::EC2::SecurityGroup,AWS::EC2::NetworkAcl;AWS::EC2::NetworkAclEntry;AWS::EC2::NetworkAclEntry;AWS::AutoScaling::ScalingPolicy;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::EC2::SubnetNetworkAclAssociation;AWS::EC2::SubnetNetworkAclAssociation,AWS::S3::BucketPolicy;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::SQS::Queue;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::SQS::Queue;AWS::SQS::Queue;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::LaunchTemplate;AWS::AutoScaling::AutoScalingGroup;AWS::AutoScaling::ScalingPolicy;AWS::EC2::Instance,"We need a CloudFormation template that creates a scalable URL-to-PNG screenshot service with automated load testing and S3/SQS integration, designed to dynamically process website screenshot requests and store results in a secure, distributed environment. The template should deploy an Auto Scaling group of EC2 instances (workers) across two Availability Zones, configured to consume messages from an SQS queue and generate screenshots using Chromium, saving outputs to an S3 bucket. It must include a load test instance that populates the queue with sample URL requests to simulate traffic, while CloudWatch alarms trigger scaling policies based on queue depth (scaling up/down between 1-2 instances). "
51,51,True,5,23,20,18,5,2,78.26,90.0,,0,0,False,False,False,Data\groud_truth\template\loadbalancer.yaml,AWS::EC2::InternetGateway;AWS::ElasticLoadBalancingV2::Listener;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::AutoScaling::AutoScalingGroup;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::IAM::InstanceProfile;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::ElasticLoadBalancingV2::TargetGroup;AWS::EC2::LaunchTemplate;AWS::ElasticLoadBalancingV2::LoadBalancer;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup,AWS::EC2::NetworkAcl;AWS::EC2::NetworkAclEntry;AWS::EC2::NetworkAclEntry;AWS::EC2::SubnetNetworkAclAssociation;AWS::EC2::SubnetNetworkAclAssociation,AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::LaunchTemplate;AWS::ElasticLoadBalancingV2::TargetGroup;AWS::ElasticLoadBalancingV2::LoadBalancer;AWS::ElasticLoadBalancingV2::Listener;AWS::AutoScaling::AutoScalingGroup,"We need a CloudFormation template that creates a web server infrastructure with an Application Load Balancer (ALB) and Auto Scaling group, designed to distribute traffic across multiple EC2 instances in different Availability Zones for scalability and fault tolerance. The template must provision EC2 instances via a launch template that installs and configures Apache HTTP Server, ensuring each instance dynamically generates a unique HTML page. The solution enforces security via IAM roles for SSM access, and restricts web server traffic to the ALB. "
52,52,True,3,7,7,7,0,0,100.0,100.0,100.0,7,7,False,False,False,Data\groud_truth\template\Route53-ARC-routing-control.yaml,AWS::Route53RecoveryControl::SafetyRule;AWS::Route53RecoveryControl::ControlPanel;AWS::Route53RecoveryControl::Cluster;AWS::Route53::HealthCheck;AWS::Route53::HealthCheck;AWS::Route53RecoveryControl::RoutingControl;AWS::Route53RecoveryControl::RoutingControl,,,AWS::Route53RecoveryControl::Cluster;AWS::Route53RecoveryControl::ControlPanel;AWS::Route53RecoveryControl::RoutingControl;AWS::Route53RecoveryControl::RoutingControl;AWS::Route53RecoveryControl::SafetyRule;AWS::Route53::HealthCheck;AWS::Route53::HealthCheck,"We need a CloudFormation template that creates a multi-region application failover architecture using Amazon Route 53 Application Recovery Controller (ARC). The template should configure a recovery cluster and control panel, define routing controls for two AWS regions, enforce a safety rule to maintain at least one active region at all times, and set up health checks linked to routing controls for monitoring regional application health. "
53,53,True,2,3,3,3,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\010_emr_serverless.yaml,AWS::S3::Bucket;AWS::IAM::Role;AWS::EMRServerless::Application,,,AWS::S3::Bucket;AWS::IAM::Role;AWS::EMRServerless::Application,"We need a CloudFormation template that creates an AWS EMR Serverless environment. The template should provision an IAM role granting EMR Serverless permissions to interact with S3 and CloudWatch Logs, deploy a private S3 bucket for storing scripts and data, and configure an EMR Serverless application (`emr-6.15.0` Spark) with auto-start/auto-stop features to minimize idle costs."
54,54,True,2,3,5,3,0,2,100.0,60.0,,0,0,False,False,False,Data\groud_truth\template\central_alert.yaml,AWS::SNS::Topic;AWS::SNS::Subscription;AWS::SNS::TopicPolicy,,AWS::KMS::Key;AWS::KMS::Alias,AWS::KMS::Key;AWS::KMS::Alias;AWS::SNS::Topic;AWS::SNS::TopicPolicy;AWS::SNS::Subscription,"We need a CloudFormation template that creates a centralized Amazon SNS topic with secure cross-service notification capabilities and email subscription, designed to aggregate alerts and events from AWS services into a single channel. "
55,55,True,2,2,8,2,0,6,100.0,25.0,100.0,2,2,False,False,False,Data\groud_truth\template\client_security_group.yaml,AWS::EC2::VPC;AWS::EC2::SecurityGroup,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup,We need a CloudFormation template that creates a vpc with security group.
56,56,True,2,3,5,2,1,3,66.67,40.0,,0,0,False,False,False,Data\groud_truth\template\cognito_userpool.yaml,AWS::Cognito::UserPoolDomain;AWS::Cognito::UserPool,AWS::Cognito::UserPoolUser,AWS::SNS::Topic;AWS::IAM::Role;AWS::Cognito::UserPoolClient,AWS::IAM::Role;AWS::SNS::Topic;AWS::Cognito::UserPool;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPoolDomain,"We need a CloudFormation template that creates a secure Amazon Cognito User Pool with administrator-controlled user provisioning and email-based authentication, designed for applications requiring centralized user management. "
57,57,True,1,1,21,1,0,20,100.0,4.76,,0,0,False,False,False,Data\groud_truth\template\simple_ecs.yaml,AWS::ECS::Cluster,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::Logs::LogGroup;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::NatGateway;AWS::EC2::VPC;AWS::EC2::SecurityGroup;AWS::EC2::EIP;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::ECS::Cluster;AWS::IAM::Role;AWS::Logs::LogGroup;AWS::EC2::SecurityGroup,"We need a CloudFormation template that creates a basic Amazon ECS cluster with configurable monitoring capabilities, designed to serve as a foundational component for containerized workloads. "
58,58,True,5,12,14,12,0,2,100.0,85.71,,0,0,False,False,False,Data\groud_truth\template\efs_file_system.yaml,AWS::Backup::BackupSelection;AWS::IAM::Role;AWS::EC2::VPC;AWS::EFS::FileSystem;AWS::Backup::BackupVault;AWS::EC2::Subnet;AWS::EFS::MountTarget;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::EC2::SecurityGroup;AWS::Backup::BackupPlan,,AWS::EC2::Subnet;AWS::EFS::MountTarget,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::SecurityGroup;AWS::EFS::FileSystem;AWS::EFS::MountTarget;AWS::EFS::MountTarget;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::Backup::BackupVault;AWS::IAM::Role;AWS::Backup::BackupPlan;AWS::Backup::BackupSelection,"We need a CloudFormation template that creates a scalable and monitored Amazon EFS file system with automated backups and performance safeguards, designed for shared storage in a VPC-based environment. The template must integrate CloudWatch alarms to monitor IO utilization, burst credits, and throughput thresholds for proactive performance management. Automated backups via AWS Backup should be conditionally enabled with a customizable CRON schedule. "
59,59,True,2,3,4,3,0,1,100.0,75.0,100.0,3,3,False,False,False,Data\groud_truth\template\kinesis-data-stream.yaml,AWS::Kinesis::Stream;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm,,AWS::SNS::Topic,AWS::Kinesis::Stream;AWS::SNS::Topic;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm,We need a CloudFormation template that creates an Amazon Kinesis Data Stream for real-time data ingestion and processing and alerts for read and write throughput exceeding.
60,60,True,2,2,2,2,0,0,100.0,100.0,100.0,2,2,False,False,False,Data\groud_truth\template\kms-key.yaml,AWS::KMS::Alias;AWS::KMS::Key,,,AWS::KMS::Key;AWS::KMS::Alias,We need a CloudFormation template that creates an AWS KMS (Key Management Service) Key for centralized encryption management. Remember to include the Alias for the key.
