dest_file,difficulty,n_resources,n_params,loc,user_prompt,leak_severity,leak_reasons,missing_essential_info,missing_reasons,difficulty_fit,assumes_external_dependency,external_dependency_reasons,stale_reference_risk,stale_reference_reasons,critical_defect,notes,scenario_id
iac_benchmark/scenarios/terrads_988d6d5493b4,2,4,2,82,"We need a Terraform template that creates a simple web server for testing purposes, using the latest Amazon Linux 2 AMI and a t3.micro instance by default, with the server name defaulting to ""demo"". The template should install and start Apache HTTPD via user data, display a simple HTML page showing the server name and local IP, and assign a public Elastic IP to the instance. The web server must be accessible on port 80 from anywhere, and the template should include the necessary security group configuration and output the public IP address.",none,,False,,appropriate,False,,False,,False,"The prompt is well-written for level 2, specifying key details without leaking Terraform syntax.",
iac_benchmark/scenarios/terrads_c92b260bc738,5,12,47,849,"We need a Terraform template that creates a comprehensive set of AWS WAF Classic resources for testing purposes, with each resource type being individually toggleable via boolean flags so we can enable only what we need. The template should support creating an IP set for IP-based filtering, a rate-based rule that limits requests to 100 per five-minute period using IP as the rate key, a standard rule, a rule group that can activate other rules, a web ACL with configurable default action and associated rules, plus byte match, geo match, regex match, regex pattern, size constraint, SQL injection match, and XSS match sets. All resources should use a common naming convention that prefixes with a configurable name (default ""TEST"") and appends the environment (default ""STAGE""), with names automatically lowercased, and the template should output the IDs and ARNs of all created resources for use in other modules.",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the WAF Classic resource requirements without leaking Terraform-specific identifiers and includes necessary defaults.,
iac_benchmark/scenarios/terrads_f455759ec10b,1,2,0,42,"We need a Terraform template that creates a symmetric KMS key for encryption and decryption, with a deletion window of 10 days, key rotation disabled, and a permissive policy allowing all actions to all principals for testing purposes, along with an alias named ""alias/bar"".",none,,False,,appropriate,False,,False,,False,Prompt accurately captures all essential details without leakage.,
iac_benchmark/scenarios/terrads_00329395e12d,1,4,0,67,"We need a Terraform template that creates several S3 buckets in the eu-north-1 region for testing purposes, where the buckets are named using the AWS account ID as a prefix, and specifically we need a single bucket named with the account ID followed by ""-bucket2"", two buckets named with the account ID followed by ""-bucket3"" and ""-bucket4"" using the count meta-argument, and finally two sets of buckets created with for_each where one set uses a map literal with keys ""bucket101"" and ""bucket102"" and the other uses a toset of a list with values ""bucket103"" and ""bucket104"", each bucket name following the pattern of account ID hyphen and the respective key value.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, uses natural language, and correctly specifies the region and naming pattern without leaking Terraform syntax.",
iac_benchmark/scenarios/terrads_6776b28cdc6e,2,5,5,96,"We need a Terraform template that creates a VPC in the us-west-2 region with a CIDR block of 192.168.0.0/16, along with four subnets named web, app, db, and mgmt, each using a different availability zone from the list a, b, c, and a, with the subnets having CIDR blocks derived by applying a /24 subnet mask to the VPC CIDR in sequential order.",none,,False,,appropriate,False,,False,,False,"Prompt correctly specifies region, VPC CIDR, four subnet names, availability zone pattern, and sequential /24 derivation without leaking Terraform syntax.",
iac_benchmark/scenarios/gh_541b6d7c,1,4,1,56,"We need a Terraform template that creates a SageMaker notebook instance named ""privesc-sagemakerNotebook"" using an ml.t2.medium instance type, along with an IAM role that allows the SageMaker service to assume it, and attaches a custom IAM policy granting full administrative permissions to that role, all while accepting an optional variable for an existing IAM role ARN to use for assuming into the created roles.",none,,False,,appropriate,False,,False,,False,Prompt captures all essential details without leakage and is appropriate for level 1.,
iac_benchmark/scenarios/terrads_f47d8c533f10,3,12,1,165,"We need a Terraform template that creates a VPC for an EKS cluster in the eu-central-1 region with a CIDR block of 10.14.0.0/16, including 3 public and 3 private subnets across availability zones, an internet gateway, and a NAT gateway for outbound internet access from private subnets, using the default tags with Project=""tf-eks-jofo"" and Environment=""dev"" for resource naming.",none,,False,,appropriate,False,,False,,False,Prompt accurately captures the required resources and configuration without leaking Terraform syntax.,
iac_benchmark/scenarios/terrads_daf8bd1e9f5c,2,2,0,169,"We need a Terraform template that creates an S3 bucket for use as a transition bucket for testing purposes, along with a separate logging bucket, both using server-side encryption with a customer-managed KMS key that has automatic key rotation enabled, where the transition bucket has versioning enabled and a lifecycle policy that transitions noncurrent versions to STANDARD_IA after 90 days, then to ONEZONE_IA after 180 days, then to GLACIER after 360 days, and expires them after 390 days, with both buckets configured to deny insecure transport, require the latest TLS, and enforce encryption policies, and the transition bucket must log access to the logging bucket using a partitioned prefix based on delivery time.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the requirements without leaking Terraform specifics.,
iac_benchmark/scenarios/gh_24ad618c,2,9,0,99,"We need a Terraform template that creates an API Gateway with a single POST endpoint at ""/ingest"", which integrates directly with an SNS topic to publish incoming messages without any authentication, and includes an IAM role that allows API Gateway to perform the SNS:Publish action on the topic.",none,,False,,appropriate,False,,False,,False,Prompt captures the core functional requirements without leaking Terraform identifiers or over-specifying secondary details.,
iac_benchmark/scenarios/terrads_251b1cc05888,4,16,2,302,"We need a Terraform template that creates an EKS cluster in the us-west-2 region with a default cluster name of ""terraform-eks-demo"", including a VPC with two public subnets (10.0.0.0/24 and 10.0.1.0/24), associated IAM roles and policies for the cluster and worker nodes, a security group that allows HTTPS access from the local workstation's external IP (fetched dynamically via icanhazip.com), and a node group with a single worker node, while also generating the kubeconfig and aws-auth ConfigMap as outputs for immediate cluster access.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the required resources and configuration without leaking Terraform-specific identifiers.,
iac_benchmark/scenarios/gh_7eb1ca31,2,5,2,87,"We need a Terraform template that creates an S3 bucket and a DynamoDB table for Terraform state management, including state locking, with appropriate security settings such as encryption, versioning, and public access blocking, and the bucket should be force-destroyable for testing purposes, using the default bucket name ""tungleo-terraform-state-s3"" and table name ""terraform-up-and-running-locks"" as variable defaults.",none,,False,,appropriate,False,,False,,False,The prompt is self-contained and matches the ground truth at the expected level of detail for difficulty 2.,
iac_benchmark/scenarios/terrads_a6a5210a700c,1,2,1,69,"We need a Terraform template that creates a KMS Customer Managed Key (CMK) in the us-east-2 region, along with a corresponding alias, for testing purposes, where the key policy grants full administrative access to the current IAM user and the key is configured with a deletion window of 7 days to minimize charges.",none,,False,,appropriate,False,,False,,False,"Prompt is clear, concise, and faithfully captures the essential requirements without leakage.",
iac_benchmark/scenarios/terrads_dc2f8b198974,2,3,20,258,"We need a Terraform template that creates an AWS Athena database, workgroup, and named query, with the ability to enable or disable each resource individually via boolean flags, and to optionally specify encryption configurations for both the database and the workgroup's query results; the template should accept a name and environment prefix for resource naming, a required S3 bucket for the database, and a required query string for the named query, while leaving room for standard defaults like primary workgroup and common tags.",none,,False,,appropriate,False,,False,,False,The prompt correctly generalizes the template without leaking Terraform specifics.,
iac_benchmark/scenarios/terrads_48c79ba1984e,4,10,8,422,"We need a Terraform template that creates a VPC in the eu-west-1 region with a CIDR of 172.20.0.0/23, along with an internet gateway, and provisions subnets across two availability zones (eu-west-1a and eu-west-1c) using the subnet names ""public"", ""bastion"", ""private"", and ""tgw"", where ""public"" and ""bastion"" are designated as public subnets and ""private"" and ""tgw"" as private subnets, with each subnet receiving an automatically calculated CIDR block and being associated with its own route table that includes a default route to the internet gateway for the public subnets only, and also creates two security groups: one that allows all inbound and outbound traffic from any source, and another that allows TCP and UDP traffic on all ports from the admin CIDR (defaulting to 0.0.0.0/0) along with the RFC1918 ranges, permits ICMP echo and echo reply from any source, and allows all outbound traffic.",none,,False,,appropriate,False,,False,,False,The prompt effectively captures the key configuration details while avoiding Terraform-specific identifiers and extraneous complexity.,
iac_benchmark/scenarios/gh_98f2e277,1,2,0,43,"We need a Terraform template that creates a CloudWatch log group whose name includes a random suffix, and outputs the log group's name, ARN, and the random identifier.",none,,False,,appropriate,False,,False,,False,Prompt is appropriate for a level 1 task; it is concise and complete.,
iac_benchmark/scenarios/terrads_2d7923019d0c,5,16,35,986,"We need a Terraform template that creates an S3 bucket with optional public access blocking, object ownership controls, and the ability to attach various bucket policies including one to deny insecure transport, while also supporting optional configurations for lifecycle rules, replication, server-side encryption, CORS, website hosting, logging, versioning, and object lock, all controlled by boolean flags and with the bucket name either specified or auto-generated using a prefix, and the template must include a variable that confirms agreement with a specific geopolitical stance as a prerequisite for bucket creation.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the bucket's capabilities at a high level without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_f06187331dff,4,9,44,708,"We need a Terraform template that creates a Classic ELB with the ability to optionally attach instances, and to configure app cookie stickiness (with a specified cookie name), LB cookie stickiness (with a cookie expiration period), SSL negotiation policy (on a listener port), proxy protocol policy (on instance ports), and a custom load balancer policy (with a policy type) that can be applied to backend server ports and listener ports, using boolean flags to enable each feature, defaulting the name prefix to ""TEST"" and environment to ""STAGE"" for resource naming, and making the ELB itself configurable with listeners, health checks, access logs, subnets, availability zones, and security groups.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the required features without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_94b21ae38ddd,1,8,0,58,"We need a Terraform template that creates a basic AWS VPC environment for testing purposes in us-east-1, including a VPC with CIDR block 10.0.0.0/16, six subnets with CIDR blocks 10.0.1.0/24, 10.0.2.0/24, 10.0.3.0/24, 10.0.101.0/24, 10.0.102.0/24, and 10.0.103.0/24, and a security group named vpc_task that allows inbound SSH on port 22 from 0.0.0.0/0 and allows all outbound traffic.",none,,False,,appropriate,False,,False,,False,The prompt is concise and correctly specifies the required resources and CIDR blocks without leaking Terraform syntax.,
iac_benchmark/scenarios/terrads_2b674c758d74,1,2,3,72,"We need a Terraform template that creates an EC2 instance for testing purposes and then optionally generates a custom AMI from that instance, with boolean toggles to control each creation step and the instance type configurable as a variable defaulting to t2.micro.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, avoids solution leakage, and correctly captures the essential toggle and variable for a level 1 task.",
iac_benchmark/scenarios/terrads_7b48683a13ff,3,4,0,193,"We need a Terraform template that creates an IAM user named ""terraform-bot"" and attaches a custom IAM policy to it, granting the specific permissions required to manage an Amazon EKS cluster and its associated infrastructure, including EC2, Auto Scaling, IAM, and S3 resources, and also attaches the AWS-managed AmazonElasticFileSystemFullAccess policy to the same user.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the required resources without leaking Terraform identifiers.,
iac_benchmark/scenarios/terrads_58f499b02851,3,4,6,273,"We need a Terraform template that creates and manages Athena workgroups, databases, named queries, and data catalogs, with support for configurable encryption, ACL options, engine version selection, and S3 output locations, while allowing multiple instances of each resource via for_each loops and a global toggle to control resource creation.",none,,False,,appropriate,False,,False,,False,"The prompt appropriately describes the required resources and features at a high level without leaking Terraform identifiers or implementation details, and it matches the ground truth's scope and complexity for a level 3 prompt.",
iac_benchmark/scenarios/terrads_51c59e2a63d8,3,4,29,631,"We need a Terraform template that creates a fully configurable S3 bucket with optional features like versioning, lifecycle rules, server-side encryption, static website hosting, CORS, logging, replication, and object lock, and which can attach a bucket policy to deny insecure transport requests or allow ELB/ALB log delivery, with the ability to control public access blocks and ownership settings, all exposed as a reusable module with outputs for the bucket ID, ARN, and website endpoints.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the template's capabilities without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_82f0be7b1d92,2,2,12,177,"We need a Terraform template that creates an AWS IAM role for granting Kubernetes service accounts in EKS clusters permission to assume AWS roles via OIDC web identity federation (IRSA). It should accept a map of EKS cluster names to lists of Kubernetes service accounts in namespace:serviceaccount form, look up each cluster's OIDC issuer URL, and generate an IAM trust policy with Allow statements for sts:AssumeRoleWithWebIdentity using the cluster's OIDC provider as a Federated principal and StringEquals conditions on the issuer sub key matching system:serviceaccount:<namespace>:<serviceaccount>. The role must support an optional name or name prefix, a path that defaults to '/', optional description, permissions boundary ARN, tags, and a map of managed policy ARNs to attach, and it should default max_session_duration to 43200 seconds and force_detach_policies to false. There should also be a create_role toggle (default true) and an allow_self_assume_role toggle (default false) that, when enabled, adds a separate Allow statement for sts:AssumeRole using the same role as the principal.",none,,False,,appropriate,False,,False,,False,"The prompt is well-written, avoids solution leakage, and captures all essential details for a level 2 difficulty.",
iac_benchmark/scenarios/terrads_eb7424763771,1,4,2,60,"We need a Terraform template that creates an ECDSA P384 SSH key pair, saves the private and public keys to local files in the user's home SSH directory (specifically ~/.ssh/priv-key.pem and ~/.ssh/pub-key.pem), and optionally creates an AWS key pair named ""some-key"" from the generated public key when requested. The template should have an overall enable flag to turn all resources on or off, and a separate flag to control whether the AWS key pair is created. It should also output the key fingerprint and the AWS key pair ID when applicable.",none,,False,,appropriate,False,,False,,False,The prompt captures the essential requirements without leaking Terraform-specific details.,
iac_benchmark/scenarios/terrads_95483b0851ff,1,2,0,38,"We need a Terraform template that creates the infrastructure for remote state storage and state locking using AWS S3 and DynamoDB, specifically for a Terraform backend configuration, with the S3 bucket named ""terraform-remote-state-storage-s3-kjg"" in the eu-west-1 region, enabling versioning and server-side encryption using AES256, and applying a lifecycle policy to prevent accidental deletion of the bucket, and a DynamoDB table named ""terraform-state-lock-dynamo"" using a hash key of ""LockID"" with a string type and provisioned throughput of 20 read and 20 write capacity units.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, specifies all load-bearing details, and avoids leaking Terraform identifiers.",
iac_benchmark/scenarios/terrads_1d6f0e58e59c,3,5,14,177,"We need a Terraform template that creates a VPC in us-west-2 with a CIDR block of 10.0.0.0/16, two public subnets in us-west-2a and us-west-2b using CIDRs 10.0.0.0/24 and 10.0.2.0/24 respectively, an internet gateway named ""demogwInternet"", a public route table with a default route to that gateway, and appropriate tags for project ""demo"" and environment ""poc"", and outputs the VPC ID, the list of public subnet IDs, and the VPC CIDR block.",none,,False,,appropriate,False,,False,,False,"The prompt is self-contained, specifies load-bearing details, and generalizes secondary elements appropriately for level 3.",
iac_benchmark/scenarios/terrads_4694611be47d,2,11,0,101,"We need a Terraform template that creates a security group named ""kubernetes_security_group"" for a Kubernetes cluster, with the description ""Enabling ICMP and TCP between servers"", including rules that allow all TCP traffic and ICMP in both directions between instances in the group, allow SSH (port 22) both between group members and from 0.0.0.0/0 inbound, allow internal traffic on port 6443 in both directions for Kubernetes API access, and allow outbound HTTPS (443) and HTTP (80) to 0.0.0.0/0, then output the security group name.",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the required security group rules without leaking Terraform syntax.,
iac_benchmark/scenarios/gh_a720033b,1,3,0,40,"We need a Terraform template that creates a Cognito user pool named ""identity pool"", an IAM role named ""user-group-role"" that trusts the Cognito identity provider with the audience set to ""us-east-1:12345678-dead-beef-cafe-123456790ab"" for authenticated users, and a user group named ""user-group"" with precedence 42 that is associated with the user pool and the IAM role.",none,,False,,appropriate,False,,False,,False,Prompt is concise and accurately captures the essential resources and configuration for a level 1 task.,
iac_benchmark/scenarios/terrads_c5f20f79e141,4,17,6,381,"We need a Terraform template that creates an ECS Fargate service running n8n behind an Application Load Balancer, with persistent storage via EFS, all within a custom VPC using a CIDR of 10.0.0.0/16 across three availability zones with both public and private subnets and no NAT gateway; the ALB should accept HTTP on port 80 and optionally HTTPS on port 443 if a certificate ARN is provided, forwarding traffic to the n8n container on port 5678, and the ECS service should use FARGATE_SPOT by default with a desired count of 1, assign public IPs to tasks, and mount an EFS access point at /home/node/.n8n; the template must include a prefix variable defaulting to ""n8n"", a container image variable defaulting to ""n8nio/n8n:1.4.0"", and a URL variable for the WEBHOOK_URL environment variable, and should output the load balancer DNS name.",none,,False,,appropriate,False,,False,,False,The prompt captures all load-bearing details without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_55c98d3445c8,1,4,0,32,"We need a Terraform template that creates a VPC in the eu-west-1 region with a CIDR block of 10.0.0.0/16, along with a security group named ""Example security group"" that includes ingress rules allowing TCP traffic on ports 443 and 80 from any source IP address.",none,,False,,appropriate,False,,False,,False,"Prompt is clear, concise, and matches ground truth without leakage or missing info.",
iac_benchmark/scenarios/terrads_e0431c1caace,4,10,9,262,"We need a Terraform template that creates a CloudTrail-based monitoring solution for AWS management activity in us-east-1, using a multi-region trail that records all management events globally, writes them to a dedicated S3 bucket and a CloudWatch Logs log group, excludes KMS and RDS Data API events, and grants CloudTrail the necessary IAM role and bucket permissions to deliver those logs. The template should also create CloudWatch log metric filters and alarms for security group ingress/egress authorization and revocation, security group creation/deletion, IAM user creation/deletion, failed console logins, IAM group/role/user policy changes, IAM policy changes, users being added to groups, and IAM role creation/deletion, with each alarm firing when the corresponding event occurs at least once in a 60-second period and sending notifications to an SNS topic that has email subscriptions. Use variables with defaults for the region (us-east-1), CloudTrail role name ""cloudtrail_to_cloudwatch"", role policy name ""cloudtrail_to_cloudwatch_policy"", log group name ""cloudtrail_to_cloudwatch_logs"", trail name ""monitor_account_activities"", S3 bucket name ""cloudtrail-monitor-management-event-logs"", metric namespace ""management_activities"", SNS topic name ""management-updates"", and email list defaulting to ""test@test.com"".",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the required resources and behavior without leaking Terraform syntax or assuming external dependencies.,
iac_benchmark/scenarios/terrads_de68dff47283,1,3,1,33,"We need a Terraform template that creates an AWS key pair for SSH access, generating a new RSA 4096-bit private key, saving the private key to a .pem file in the parent directory with 600 permissions, and naming the key pair using a configurable prefix (default ""key"") followed by a random suffix, with outputs for the key name and ID.",none,,False,,appropriate,False,,False,,False,Prompt is concise and accurate for level 1.,
iac_benchmark/scenarios/terrads_5b4e0301422a,3,5,3,214,"We need a Terraform template that creates an IAM role for Prisma Cloud account onboarding in the us-west-1 region, using a role name of PrismaCloudReadWriteRole, and optionally enabling read-write remediation permissions via a boolean variable; the template should generate a random external ID, attach the AWS-managed SecurityAudit policy, and conditionally attach an inline remediation policy when read-write is enabled, then output the account ID, role name, role ARN, and external ID for use in Prisma Cloud configuration.",none,,False,,appropriate,False,,False,,False,The prompt accurately describes the required resources and behavior without leaking Terraform-specific syntax or identifiers.,
iac_benchmark/scenarios/terrads_8da07236c90a,2,5,2,119,"We need a Terraform template that creates the resources necessary to serve as a remote backend for Terraform state management and locking, including an S3 bucket for storing state files and a DynamoDB table for state locking. The S3 bucket must have versioning enabled, server-side encryption using AES256, and all public access blocked, while the DynamoDB table must use the ""LockID"" hash key with Pay-Per-Request billing mode, and the bucket name should be globally unique by incorporating the AWS account ID and region automatically.",none,,False,,appropriate,False,,False,,False,"The prompt is clear, concise, and matches the ground truth without leaking Terraform identifiers or omitting essential details.",
iac_benchmark/scenarios/terrads_cef8614423be,3,4,8,208,"We need a Terraform template that creates S3 bucket notifications for Lambda functions, SQS queues, and SNS topics, with the ability to automatically generate the necessary IAM policies for SQS and SNS to allow S3 to send messages, accepting a map of Lambda notifications each containing function ARN, events, and optional filter prefix/suffix, similarly for SQS and SNS notifications, along with the bucket name or ARN, and flags to control whether to create the SQS and SNS policies, handling multiple notifications of each type and ensuring proper dependencies.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the required functionality without leaking Terraform-specific details.,
iac_benchmark/scenarios/terrads_5c95653f2b2b,4,8,6,368,"We need a Terraform template that creates a set of private and public ECR repositories with fine-grained cross-account access controls, where each repository can optionally have an IAM user created for artifact push/pull operations, and all repositories must use KMS encryption with a customer-managed key that has key rotation enabled and is restricted to the account root principal. The template should accept a variable `name_prefix` defaulting to ""pippi-"" that must match the pattern `^[a-zA-Z-]*$`, and a `default_tags` variable defaulting to an empty map that will be merged with a tag indicating the module name and workspace. For private repositories, the template must support configuring image tag mutability (defaulting to MUTABLE), and for both private and public repositories it must accept lists of AWS account IDs and IAM role ARNs for pull and push access, with the ability to specify global pull and push accounts that apply to all repositories. The IAM users created for repositories must have access keys generated and be attached to an inline policy granting the necessary ECR or ECR Public actions for pushing and pulling images, including authorization tokens. The repository policies must grant pull and push permissions to the specified accounts, roles, and any created IAM users, with the account that deploys the template always included as a pull and push principal. The template must output the private and public repository resources, as well as a sensitive map of IAM user details including access key IDs and secret access keys.",none,,False,,appropriate,False,,False,,False,The prompt captures the essential structure and constraints without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_9dd2d161841d,1,2,0,35,"We need a Terraform template that creates two ECR repositories for the SaintsXCTF API application: one named ""saints-xctf-api-flask"" for the Flask backend and one named ""saints-xctf-api-nginx"" for the Nginx reverse proxy, both with mutable image tags and image scanning enabled on push.",none,,False,,appropriate,False,,False,,False,"The prompt is concise, specifies the required repository names and settings, and avoids leaking Terraform syntax or unnecessary details.",
iac_benchmark/scenarios/terrads_3387313129cf,1,3,2,78,"I need to set up a Terraform remote state backend for a Jenkins project, consisting of an S3 bucket named 'jenkins-fargate-demo' with server-side encryption using AES256, versioning enabled, and public access blocked, tagged with team 'devops' and solution 'jenkins', and a DynamoDB table named 'tf-serverless-jenkins-lock' with a hash key of 'LockID', PAY_PER_REQUEST billing mode, and server-side encryption enabled.",none,,False,,appropriate,False,,False,,False,The prompt is a concise level 1 description that covers all essential details without leaking Terraform syntax.,
iac_benchmark/scenarios/terrads_916c37ccf307,5,19,10,473,"We need a Terraform template that creates a security VPC in the eu-west-1 region (AZ eu-west-1a) with a CIDR of 172.30.0.0/23, subdivided into subnets for management, public, private, GWLB, and bastion purposes, along with public and private network interfaces for a FortiGate appliance (each assigned the 10th host IP of their respective subnets and with source/destination check disabled), security groups that allow management access (SSH and HTTPS on port 8443) and ICMP from the admin CIDR (default 0.0.0.0/0), permit all traffic for HA between the management subnet, allow all traffic from any source in the private and public security groups, provide an allow-all group, and restrict bastion traffic to TCP/UDP from the admin CIDR and RFC1918 ranges plus ICMP from anywhere, route tables that send 0.0.0.0/0 to the internet gateway for the public subnet and for the bastion subnet additionally route the RFC1918 blocks (10.0.0.0/8, 172.16.0.0/12, 192.168.0.0/16) through the private network interface, and finally outputs for the VPC ID, subnet IDs and CIDRs, network interface IDs and IPs, and security group IDs.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the requirements at level 5 detail without leaking Terraform identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_eb31b3f11263,2,3,22,377,"We need a Terraform template that creates an SNS topic with optional topic policy and subscriptions, supporting features like FIFO, content-based deduplication, encryption via a KMS key, delivery policies, display names, and success/failure feedback roles for application, Firehose, HTTP, Lambda, and SQS endpoints, where the topic policy can be either fully custom or built from a default statement that restricts all actions to the owning AWS account plus additional custom statements, and subscriptions are defined as a map with support for protocols, endpoints, filter policies, redrive policies, and subscription roles, all controlled by a create flag and with outputs for the topic ARN, ID, name, owner, and the map of subscriptions.",none,,False,,appropriate,False,,False,,False,The prompt appropriately describes the required features without leaking Terraform-specific identifiers or assuming external dependencies.,
iac_benchmark/scenarios/terrads_e4f73489147c,5,28,0,540,"We need a Terraform template that creates a fully private Fargate environment for hosting an nginx container, including a VPC with a CIDR of 10.0.0.0/16, three private subnets (10.0.0.0/24, 10.0.1.0/24, 10.0.2.0/24) and three public subnets (10.0.100.0/24, 10.0.101.0/24, 10.0.102.0/24) across three availability zones, with NAT gateways enabled per AZ, DNS hostnames and support enabled, and a private DNS namespace of private-fargate-crowdnews.hands-on.cloud.local; the ECS cluster should be named private-fargate-crowdnews-fargate-cluster, the ECR repository should be named private-fargate-crowdnews-nginx with mutable image tags and scan on push enabled, and the Fargate task definition should use 512 CPU and 1024 memory with the awsvpc network mode, running the nginx container on port 80 with AWS CloudWatch logs sent to /ecs/nginx, and the service should be configured with a desired count of 1, service discovery with A and SRV records using MULTIVALUE routing and a health check failure threshold of 1, and a security group that allows inbound TCP traffic on port 80 only from the VPC CIDR; additionally, include a t3.micro EC2 jump host instance using the latest Amazon Linux 2 AMI with the private IP 10.0.100.101 in the first public subnet, an IAM role with the AmazonSSMManagedInstanceCore policy attached, and a security group that allows all inbound traffic from the VPC CIDR and all outbound traffic; finally, create VPC endpoints for S3 (Gateway type), ECR DKR, ECR API, CloudWatch Logs, Secrets Manager, SSM, and KMS, all as Interface endpoints in the private subnets with a security group allowing HTTPS traffic from the VPC CIDR, and ensure the execution role has permissions for ECR, logs, SSM, Secrets Manager, and KMS, while the task role has permissions for logs and service discovery.",none,,False,,appropriate,False,,False,,False,The prompt captures all load-bearing details without leaking Terraform identifiers or raw HCL.,
iac_benchmark/scenarios/terrads_ac339d92172b,2,2,1,108,"We need a Terraform template that creates a VPC with public and private subnets across two availability zones, a NAT gateway, a security group allowing SSH, HTTP, HTTPS, and ports 3000 and 5432 from anywhere, and a private DNS namespace for service discovery within the VPC.",none,,False,,appropriate,False,,False,,False,The prompt captures the essential resources and configurations without leaking Terraform syntax or omitting load-bearing details.,
iac_benchmark/scenarios/terrads_3bf6ed05a129,1,3,0,55,"We need a Terraform template that creates a basic API Gateway REST API with a single resource and method for testing purposes, using the AWS provider version 5.64 or later and Terraform version 1.x or earlier, with the provider configured via the AWS_PROFILE environment variable.",none,,False,,appropriate,False,,False,,False,"The prompt is appropriately concise for level 1, covering the essential requirements without leaking details.",
iac_benchmark/scenarios/terrads_0299d7884053,1,3,0,30,"We need a Terraform template that creates an ECR repository named ""reactjs-app-repo"" with mutable image tags and scanning enabled on push, along with an IAM role named ""ecsTaskExecutionRole"" that allows ECS tasks to assume it and attaches the managed AmazonECSTaskExecutionRolePolicy.",none,,False,,appropriate,False,,False,,False,Prompt accurately captures all essential details without leaking HCL syntax.,
iac_benchmark/scenarios/gh_f0292125,2,3,27,353,"We need a Terraform template that creates AWS Application Auto Scaling resources, including a scalable target, scaling policies (both step scaling and target tracking scaling), and scheduled actions. The template should allow enabling or disabling each of these components independently via boolean variables, and should use a consistent naming convention based on a provided name and environment prefix. It should support both step and target tracking policy configurations with customizable metrics, adjustments, and cooldowns. The scheduled action should support cron or rate expressions and specify min/max capacity changes. The template should also output relevant IDs, ARNs, and names for the created resources. All resources should be created with a create-before-destroy lifecycle and should be fully configurable via variables for capacities, resource IDs, scalable dimensions, and service namespaces.",none,,False,,appropriate,False,,False,,False,"The prompt is appropriately generic for level 2, covering all required components without leaking Terraform identifiers or omitting essential details.",
iac_benchmark/scenarios/terrads_bb382f0f3fd1,5,14,3,401,"We need a Terraform template that creates a secure, multi-region remote state backend infrastructure using S3 buckets encrypted with KMS and DynamoDB tables for state locking, where the primary bucket in us-east-1 is replicated to a replica bucket in us-west-1, both buckets enforce SSL-only access and block all public access, and the solution dynamically generates per-stack backend configuration files and IAM policies for each stack defined in a variable map of stack names to regions, with the ability to control bucket force-destroy behavior and add extra tags through variables.",none,,False,,appropriate,False,,False,,False,The prompt accurately captures the required functionality without leaking Terraform-specific implementation details.,
iac_benchmark/scenarios/terrads_894a9c7ef48c,1,2,0,59,"We need a Terraform template that creates two security groups for a web application, one for an application load balancer that allows inbound HTTP traffic from anywhere and one for the EC2 instances behind it that only allows inbound HTTP traffic from the load balancer security group, with both groups allowing all outbound traffic and the template outputting the ID of each security group.",none,,False,,appropriate,False,,False,,False,The prompt captures the essential security group configuration and outputs without leaking Terraform-specific identifiers.,
iac_benchmark/scenarios/terrads_8c3d60955e7f,5,35,9,887,"We need a Terraform template that creates a multi-region AWS Config setup using the rhythmictech/config/aws module version 1.2.3, conditionally deploying the module in each region based on a list variable of enabled regions, and also creating per-region SNS topics (each encrypted with the alias/aws/sns KMS key) that are all subscribed to a single central SQS queue (encrypted with alias/aws/sqs) to aggregate Config notifications, with the ability to specify which regions should enable global logging, the S3 bucket suffix, delivery channel name, recorder name, snapshot delivery frequency, optional logging bucket and prefix, and common tags.",none,,False,,appropriate,False,,False,,False,"The prompt appropriately describes the multi-region Config setup with conditional deployment, SNS topics, and SQS queue without leaking Terraform identifiers or assuming external dependencies.",
